Centre,Gender,Labour Category,Labour Type,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Annual Average,State,District,Centre_length
NAMLI,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,150,150,150,-,-,250,-,150,-,162.5,MADHYA PRADESH,RATLAM,5
NAMLI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,RATLAM,5
NAMLI,M,"SKILLED 
LABOUR",COBBLER,150,150,150,150,150,150,-,-,150,-,150,-,150,MADHYA PRADESH,RATLAM,5
NAMLI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,RATLAM,5
SUHAGI,M,FIELD LABOUR,PLOUGHMAN,-,100,-,100,100,-,-,-,-,-,-,-,100,MADHYA PRADESH,RIVA,6
SUHAGI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,RIVA,6
SUHAGI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,100,100,-,-,-,-,-,-,-,100,MADHYA PRADESH,RIVA,6
SUHAGI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,80,80,-,-,-,-,-,-,-,80,MADHYA PRADESH,RIVA,6
SUHAGI,M,FIELD LABOUR,SOWER,-,100,-,-,-,-,-,-,-,-,-,-,100,MADHYA PRADESH,RIVA,6
SUHAGI,W,FIELD LABOUR,SOWER,-,80,-,-,-,-,-,-,-,-,-,-,80,MADHYA PRADESH,RIVA,6
SUHAGI,M,FIELD LABOUR,WEEDER,-,80,-,80,80,-,-,-,-,-,-,-,80,MADHYA PRADESH,RIVA,6
SUHAGI,W,FIELD LABOUR,WEEDER,-,60,-,60,60,-,-,-,-,-,-,-,60,MADHYA PRADESH,RIVA,6
SUHAGI,M,HERDSMEN,HERDSMEN,-,90,-,90,90,-,-,-,-,-,-,-,90,MADHYA PRADESH,RIVA,6
SUHAGI,W,HERDSMEN,HERDSMEN,-,70,-,70,70,-,-,-,-,-,-,-,70,MADHYA PRADESH,RIVA,6
SUHAGI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,100,-,100,100,-,-,-,-,-,-,-,100,MADHYA PRADESH,RIVA,6
SUHAGI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,80,-,80,80,-,-,-,-,-,-,-,80,MADHYA PRADESH,RIVA,6
SUHAGI,M,"SKILLED 
LABOUR",BLACKSMITH,-,160,-,160,160,-,-,-,-,-,-,-,160,MADHYA PRADESH,RIVA,6
SUHAGI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,RIVA,6
SUHAGI,M,"SKILLED 
LABOUR",CARPENTER,-,160,-,160,160,-,-,-,-,-,-,-,160,MADHYA PRADESH,RIVA,6
SUHAGI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,RIVA,6
SUHAGI,M,"SKILLED 
LABOUR",COBBLER,-,150,-,150,150,-,-,-,-,-,-,-,150,MADHYA PRADESH,RIVA,6
SUHAGI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,RIVA,6
KOTUAA,M,FIELD LABOUR,PLOUGHMAN,100,100,100,100,150,-,-,150,150,-,-,100,118.75,MADHYA PRADESH,SATNA,6
KOTUAA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SATNA,6
KOTUAA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,100,100,100,-,-,100,100,-,-,-,100,MADHYA PRADESH,SATNA,6
KOTUAA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,100,100,100,-,-,100,100,-,-,-,100,MADHYA PRADESH,SATNA,6
KOTUAA,M,FIELD LABOUR,SOWER,100,100,-,100,-,-,-,-,-,-,150,-,112.5,MADHYA PRADESH,SATNA,6
KOTUAA,W,FIELD LABOUR,SOWER,70,100,-,-,-,-,-,-,-,-,-,-,85,MADHYA PRADESH,SATNA,6
KOTUAA,M,FIELD LABOUR,WEEDER,100,100,100,100,100,-,-,100,100,-,-,-,100,MADHYA PRADESH,SATNA,6
KOTUAA,W,FIELD LABOUR,WEEDER,100,100,150,100,100,-,-,100,100,-,-,-,107.14,MADHYA PRADESH,SATNA,6
KOTUAA,M,HERDSMEN,HERDSMEN,100,100,100,100,100,-,-,100,100,-,100,100,100,MADHYA PRADESH,SATNA,6
KOTUAA,W,HERDSMEN,HERDSMEN,100,100,100,100,100,-,-,100,100,-,100,100,100,MADHYA PRADESH,SATNA,6
KOTUAA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,100,100,100,-,-,100,100,-,100,100,100,MADHYA PRADESH,SATNA,6
KOTUAA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,100,100,100,-,-,100,100,-,100,100,100,MADHYA PRADESH,SATNA,6
KOTUAA,M,"SKILLED 
LABOUR",BLACKSMITH,150,150,250,150,150,-,-,150,150,-,150,150,161.11,MADHYA PRADESH,SATNA,6
KOTUAA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SATNA,6
KOTUAA,M,"SKILLED 
LABOUR",CARPENTER,150,150,250,150,150,-,-,150,150,-,150,150,161.11,MADHYA PRADESH,SATNA,6
KOTUAA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SATNA,6
KOTUAA,M,"SKILLED 
LABOUR",COBBLER,150,150,250,150,150,-,-,150,150,-,150,150,161.11,MADHYA PRADESH,SATNA,6
KOTUAA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SATNA,6
SIHORA,M,FIELD LABOUR,PLOUGHMAN,100,100,100,-,100,100,-,-,-,-,-,100,100,MADHYA PRADESH,SEONI,6
SIHORA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SEONI,6
SIHORA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,100,-,100,100,-,-,100,-,-,-,100,MADHYA PRADESH,SEONI,6
SIHORA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,100,-,100,100,-,-,90,-,-,-,97.5,MADHYA PRADESH,SEONI,6
SIHORA,M,FIELD LABOUR,SOWER,100,100,-,-,-,-,-,-,-,-,-,-,100,MADHYA PRADESH,SEONI,6
SIHORA,W,FIELD LABOUR,SOWER,80,100,-,-,-,-,-,-,-,-,-,-,90,MADHYA PRADESH,SEONI,6
SIHORA,M,FIELD LABOUR,WEEDER,80,80,-,-,-,-,-,-,-,-,-,-,80,MADHYA PRADESH,SEONI,6
SIHORA,W,FIELD LABOUR,WEEDER,80,80,-,-,-,-,-,-,-,-,-,-,80,MADHYA PRADESH,SEONI,6
SIHORA,M,HERDSMEN,HERDSMEN,80,80,80,-,80,80,-,100,100,-,100,100,88.89,MADHYA PRADESH,SEONI,6
SIHORA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SEONI,6
SIHORA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",90,90,100,-,100,100,-,100,100,-,100,100,97.78,MADHYA PRADESH,SEONI,6
SIHORA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,80,80,-,80,100,-,100,100,-,100,100,91.11,MADHYA PRADESH,SEONI,6
SIHORA,M,"SKILLED 
LABOUR",BLACKSMITH,90,90,90,-,90,90,-,80,80,-,100,100,90,MADHYA PRADESH,SEONI,6
SIHORA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SEONI,6
SIHORA,M,"SKILLED 
LABOUR",CARPENTER,90,90,100,-,100,100,-,100,100,-,100,100,97.78,MADHYA PRADESH,SEONI,6
SIHORA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SEONI,6
BYOHARI,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,80,-,-,-,100,90,MADHYA PRADESH,SHAHDOL,7
BYOHARI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHAHDOL,7
BYOHARI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,80,-,-,-,-,-,-,-,110,95,MADHYA PRADESH,SHAHDOL,7
BYOHARI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,70,-,-,-,-,-,-,-,100,85,MADHYA PRADESH,SHAHDOL,7
BYOHARI,M,FIELD LABOUR,SOWER,80,80,80,80,80,80,-,70,80,-,-,-,78.75,MADHYA PRADESH,SHAHDOL,7
BYOHARI,W,FIELD LABOUR,SOWER,70,70,70,70,70,70,-,-,70,-,-,80,71.25,MADHYA PRADESH,SHAHDOL,7
BYOHARI,M,FIELD LABOUR,WEEDER,-,70,-,70,-,70,-,70,-,-,-,110,78,MADHYA PRADESH,SHAHDOL,7
BYOHARI,W,FIELD LABOUR,WEEDER,70,-,72,-,70,-,-,-,70,-,-,100,76.4,MADHYA PRADESH,SHAHDOL,7
BYOHARI,M,HERDSMEN,HERDSMEN,80,80,80,-,80,80,-,80,80,-,-,110,83.75,MADHYA PRADESH,SHAHDOL,7
BYOHARI,W,HERDSMEN,HERDSMEN,70,70,70,-,70,70,-,70,70,-,-,100,73.75,MADHYA PRADESH,SHAHDOL,7
BYOHARI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,80,80,80,80,80,-,80,80,-,-,110,83.33,MADHYA PRADESH,SHAHDOL,7
BYOHARI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",75,75,75,70,75,75,-,75,75,-,-,100,77.22,MADHYA PRADESH,SHAHDOL,7
BYOHARI,M,"SKILLED 
LABOUR",BLACKSMITH,135,135,135,135,135,135,-,135,135,-,-,150,136.67,MADHYA PRADESH,SHAHDOL,7
BYOHARI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHAHDOL,7
BYOHARI,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,150,150,150,-,150,150,-,-,250,161.11,MADHYA PRADESH,SHAHDOL,7
BYOHARI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHAHDOL,7
BYOHARI,M,"SKILLED 
LABOUR",COBBLER,160,160,160,160,160,160,-,160,160,-,-,180,162.22,MADHYA PRADESH,SHAHDOL,7
BYOHARI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHAHDOL,7
MOMAUPURODIA,M,FIELD LABOUR,PLOUGHMAN,60,60,60,-,60,-,-,-,60,-,60,60,60,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,60,-,60,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,50,-,50,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,M,FIELD LABOUR,SOWER,60,60,60,-,60,-,-,-,60,-,60,60,60,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,W,FIELD LABOUR,SOWER,50,50,50,-,50,-,-,-,50,-,60,50,51.43,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,M,FIELD LABOUR,WEEDER,60,60,60,-,60,-,-,-,60,-,60,60,60,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,W,FIELD LABOUR,WEEDER,50,50,50,-,50,-,-,-,50,-,50,50,50,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,M,HERDSMEN,HERDSMEN,60,60,60,105,60,-,-,-,60,-,60,60,65.63,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,W,HERDSMEN,HERDSMEN,50,50,50,100,50,-,-,-,50,-,50,50,56.25,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",60,60,60,-,60,-,-,-,60,-,60,60,60,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,50,50,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,M,"SKILLED 
LABOUR",BLACKSMITH,150,150,150,-,150,-,-,-,150,-,150,150,150,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,-,150,-,-,-,150,-,150,150,150,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,M,"SKILLED 
LABOUR",COBBLER,150,150,150,-,150,-,-,-,150,-,150,150,150,MADHYA PRADESH,SHAJAPUR,12
MOMAUPURODIA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHAJAPUR,12
VIJAYPUR,M,FIELD LABOUR,PLOUGHMAN,-,60,60,60,60,60,-,60,-,-,60,60,60,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,60,60,60,-,-,60,100,-,-,-,68,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,M,HERDSMEN,HERDSMEN,-,50,50,50,50,50,-,50,50,-,50,50,50,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,50,-,50,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,100,100,100,100,100,-,-,100,-,100,-,100,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,100,-,-,-,-,-,100,-,100,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,100,100,100,100,-,100,100,-,100,100,100,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,M,"SKILLED 
LABOUR",CARPENTER,-,100,100,100,100,100,-,100,100,-,100,100,100,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,M,"SKILLED 
LABOUR",COBBLER,-,80,80,80,80,80,-,80,80,-,100,80,82.22,MADHYA PRADESH,SHEOPURKALA,8
VIJAYPUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHEOPURKALA,8
KHANIADHANA,M,FIELD LABOUR,PLOUGHMAN,150,150,150,150,150,150,-,175,175,-,175,125,155,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,100,100,-,100,100,100,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,100,100,-,100,100,100,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,M,HERDSMEN,HERDSMEN,60,60,60,60,70,70,-,80,80,-,100,100,74,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,W,HERDSMEN,HERDSMEN,60,60,60,60,70,70,-,80,80,-,100,100,74,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,100,100,120,120,-,125,125,-,200,200,129,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,100,100,120,120,-,125,125,-,150,150,119,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,M,"SKILLED 
LABOUR",BLACKSMITH,150,150,100,150,150,150,-,150,150,-,200,200,155,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,150,150,150,-,175,175,-,200,200,165,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,M,"SKILLED 
LABOUR",COBBLER,150,150,100,150,150,150,-,150,150,-,200,200,155,MADHYA PRADESH,SHIVPURI,11
KHANIADHANA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SHIVPURI,11
BURGHVA,M,FIELD LABOUR,PLOUGHMAN,80,-,-,-,80,-,-,-,-,-,-,-,80,MADHYA PRADESH,SIDHI,7
BURGHVA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIDHI,7
BURGHVA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,80,-,-,-,80,-,-,-,80,MADHYA PRADESH,SIDHI,7
BURGHVA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,70,-,-,-,70,-,-,-,70,MADHYA PRADESH,SIDHI,7
BURGHVA,M,FIELD LABOUR,SOWER,80,-,-,-,80,-,-,-,-,-,-,-,80,MADHYA PRADESH,SIDHI,7
BURGHVA,W,FIELD LABOUR,SOWER,70,-,-,-,70,-,-,-,-,-,-,-,70,MADHYA PRADESH,SIDHI,7
BURGHVA,M,FIELD LABOUR,WEEDER,80,-,-,-,-,-,-,-,-,-,-,-,80,MADHYA PRADESH,SIDHI,7
BURGHVA,W,FIELD LABOUR,WEEDER,70,-,-,-,-,-,-,-,-,-,-,-,70,MADHYA PRADESH,SIDHI,7
BURGHVA,M,HERDSMEN,HERDSMEN,80,-,-,-,80,-,-,-,80,-,-,-,80,MADHYA PRADESH,SIDHI,7
BURGHVA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIDHI,7
BURGHVA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,80,-,-,-,80,-,-,-,80,MADHYA PRADESH,SIDHI,7
BURGHVA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,70,-,-,-,70,-,-,-,70,MADHYA PRADESH,SIDHI,7
BURGHVA,M,"SKILLED 
LABOUR",BLACKSMITH,125,-,-,-,130,-,-,-,130,-,-,-,128.33,MADHYA PRADESH,SIDHI,7
BURGHVA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIDHI,7
BURGHVA,M,"SKILLED 
LABOUR",CARPENTER,125,-,-,-,130,-,-,-,130,-,-,-,128.33,MADHYA PRADESH,SIDHI,7
BURGHVA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIDHI,7
BURGHVA,M,"SKILLED 
LABOUR",COBBLER,125,-,-,-,130,-,-,-,130,-,-,-,128.33,MADHYA PRADESH,SIDHI,7
BURGHVA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIDHI,7
DORAHA,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,150,150,-,-,150,-,-,-,150,MADHYA PRADESH,SIHOR,6
DORAHA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIHOR,6
DORAHA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,150,150,-,-,160,-,-,-,153.33,MADHYA PRADESH,SIHOR,6
DORAHA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,150,150,-,-,160,-,-,-,153.33,MADHYA PRADESH,SIHOR,6
DORAHA,M,FIELD LABOUR,WEEDER,-,-,-,-,150,150,-,-,160,-,-,-,153.33,MADHYA PRADESH,SIHOR,6
DORAHA,W,FIELD LABOUR,WEEDER,-,-,-,-,150,150,-,-,160,-,-,-,153.33,MADHYA PRADESH,SIHOR,6
DORAHA,M,HERDSMEN,HERDSMEN,-,-,-,-,120,130,-,-,150,-,-,-,133.33,MADHYA PRADESH,SIHOR,6
DORAHA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIHOR,6
DORAHA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,150,150,-,-,160,-,-,-,153.33,MADHYA PRADESH,SIHOR,6
DORAHA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,150,150,-,-,160,-,-,-,153.33,MADHYA PRADESH,SIHOR,6
DORAHA,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,200,200,-,-,200,-,-,-,200,MADHYA PRADESH,SIHOR,6
DORAHA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIHOR,6
DORAHA,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,200,200,-,-,200,-,-,-,200,MADHYA PRADESH,SIHOR,6
DORAHA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIHOR,6
DORAHA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,200,200,-,-,200,-,-,-,200,MADHYA PRADESH,SIHOR,6
DORAHA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,SIHOR,6
KHARGAPUR,M,FIELD LABOUR,PLOUGHMAN,250,-,-,-,-,-,-,-,-,-,-,-,250,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,130,-,120,120,-,160,-,-,-,-,132.5,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,120,-,120,120,-,150,-,-,-,-,127.5,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,M,FIELD LABOUR,WEEDER,95,95,-,-,-,-,-,-,-,-,-,-,95,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,W,FIELD LABOUR,WEEDER,85,85,-,-,-,-,-,-,-,-,-,-,85,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,M,HERDSMEN,HERDSMEN,80,80,80,-,80,80,-,100,-,-,100,100,87.5,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,W,HERDSMEN,HERDSMEN,75,75,-,-,-,-,-,-,-,-,-,-,75,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,M,"SKILLED 
LABOUR",BLACKSMITH,250,250,300,-,300,300,-,300,-,-,300,300,287.5,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,M,"SKILLED 
LABOUR",CARPENTER,250,250,300,-,300,300,-,300,-,-,300,325,290.63,MADHYA PRADESH,TIKAMGARH,9
KHARGAPUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,MADHYA PRADESH,TIKAMGARH,9
TAJPUR,M,FIELD LABOUR,PLOUGHMAN,60,60,60,60,60,60,-,60,-,-,80,80,64.44,MADHYA PRADESH,UJJAIN,6
TAJPUR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,100,-,-,-,-,100,MADHYA PRADESH,UJJAIN,6
TAJPUR,M,FIELD LABOUR,"REAPER & 
HARVESTER",50,50,50,50,50,50,-,80,-,-,100,-,60,MADHYA PRADESH,UJJAIN,6
TAJPUR,W,FIELD LABOUR,"REAPER & 
HARVESTER",50,50,50,50,50,50,-,50,-,-,80,-,53.75,MADHYA PRADESH,UJJAIN,6
TAJPUR,M,FIELD LABOUR,SOWER,60,60,60,60,60,60,-,-,-,-,-,100,65.71,MADHYA PRADESH,UJJAIN,6
TAJPUR,W,FIELD LABOUR,SOWER,60,60,60,60,60,60,-,-,-,-,-,100,65.71,MADHYA PRADESH,UJJAIN,6
TAJPUR,M,FIELD LABOUR,WEEDER,50,50,50,50,50,50,-,-,-,-,-,-,50,MADHYA PRADESH,UJJAIN,6
TAJPUR,W,FIELD LABOUR,WEEDER,50,50,50,50,50,50,-,-,-,-,-,-,50,MADHYA PRADESH,UJJAIN,6
TAJPUR,M,HERDSMEN,HERDSMEN,50,50,50,50,50,50,-,60,-,-,80,100,60,MADHYA PRADESH,UJJAIN,6
TAJPUR,W,HERDSMEN,HERDSMEN,50,50,50,50,50,50,-,60,-,-,80,100,60,MADHYA PRADESH,UJJAIN,6
