Centre,Gender,Labour Category,Labour Type,July-18,August-18,September-18,October-18,November-18,December-18,January-19,February-19,March-19,April-19,May-19,June-19,Annual Average,State,District,Centre_length
BORIGUMMA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",253.00,253.00,253.00,253.00,258.00,258.00,258.00,258.00,267.00,258.00,258.00,275.00,258.50,ODISHA,KORAPUT,9
BORIGUMMA,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,560.00,460.00,418.33,ODISHA,KORAPUT,9
BORIGUMMA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,KORAPUT,9
BORIGUMMA,M,"SKILLED 
LABOUR",CARPENTER,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,600.00,600.00,516.67,ODISHA,KORAPUT,9
BORIGUMMA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,KORAPUT,9
BORIGUMMA,M,"SKILLED 
LABOUR",COBBLER,350.00,350.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,500.00,500.00,408.33,ODISHA,KORAPUT,9
BORIGUMMA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,KORAPUT,9
LAMATAPUT,M,FIELD LABOUR,PLOUGHMAN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,KORAPUT,9
LAMATAPUT,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,KORAPUT,9
LAMATAPUT,M,FIELD LABOUR,"REAPER & 
HARVESTER",300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,250.00,295.83,ODISHA,KORAPUT,9
LAMATAPUT,W,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,200.00,245.83,ODISHA,KORAPUT,9
LAMATAPUT,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,KORAPUT,9
LAMATAPUT,W,FIELD LABOUR,SOWER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,ODISHA,KORAPUT,9
LAMATAPUT,M,FIELD LABOUR,WEEDER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ODISHA,KORAPUT,9
LAMATAPUT,W,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,KORAPUT,9
LAMATAPUT,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,200.00,245.83,ODISHA,KORAPUT,9
LAMATAPUT,W,HERDSMEN,HERDSMEN,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,200.00,218.33,ODISHA,KORAPUT,9
LAMATAPUT,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",333.00,333.00,333.00,333.00,333.00,333.00,333.00,333.00,333.00,333.00,325.00,292.00,328.92,ODISHA,KORAPUT,9
LAMATAPUT,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",250.00,250.00,250.00,258.00,258.00,258.00,258.00,258.00,258.00,258.00,250.00,217.00,251.92,ODISHA,KORAPUT,9
LAMATAPUT,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,ODISHA,KORAPUT,9
LAMATAPUT,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,KORAPUT,9
LAMATAPUT,M,"SKILLED 
LABOUR",CARPENTER,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,ODISHA,KORAPUT,9
LAMATAPUT,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,KORAPUT,9
LAMATAPUT,M,"SKILLED 
LABOUR",COBBLER,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,ODISHA,KORAPUT,9
LAMATAPUT,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,KORAPUT,9
MATHILI,M,FIELD LABOUR,PLOUGHMAN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,7
MATHILI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MALKANGIRI,7
MATHILI,M,FIELD LABOUR,"REAPER & 
HARVESTER",300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ODISHA,MALKANGIRI,7
MATHILI,W,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,7
MATHILI,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,7
MATHILI,W,FIELD LABOUR,SOWER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ODISHA,MALKANGIRI,7
MATHILI,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,7
MATHILI,W,FIELD LABOUR,WEEDER,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ODISHA,MALKANGIRI,7
MATHILI,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,7
MATHILI,W,HERDSMEN,HERDSMEN,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,ODISHA,MALKANGIRI,7
MATHILI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",308.00,308.00,308.00,308.00,308.00,308.00,308.00,308.00,308.00,308.00,308.00,308.00,308.00,ODISHA,MALKANGIRI,7
MATHILI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,ODISHA,MALKANGIRI,7
MATHILI,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,ODISHA,MALKANGIRI,7
MATHILI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MALKANGIRI,7
MATHILI,M,"SKILLED 
LABOUR",CARPENTER,450.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,495.83,ODISHA,MALKANGIRI,7
MATHILI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MALKANGIRI,7
MATHILI,M,"SKILLED 
LABOUR",COBBLER,350.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,395.83,ODISHA,MALKANGIRI,7
MATHILI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MALKANGIRI,7
SIKHAPALLI,M,FIELD LABOUR,PLOUGHMAN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MALKANGIRI,10
SIKHAPALLI,M,FIELD LABOUR,"REAPER & 
HARVESTER",300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,W,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,W,FIELD LABOUR,SOWER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,W,FIELD LABOUR,WEEDER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,W,HERDSMEN,HERDSMEN,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",317.00,317.00,317.00,317.00,317.00,317.00,317.00,317.00,317.00,317.00,317.00,317.00,317.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,257.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,ODISHA,MALKANGIRI,10
SIKHAPALLI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MALKANGIRI,10
SIKHAPALLI,M,"SKILLED 
LABOUR",CARPENTER,450.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,495.83,ODISHA,MALKANGIRI,10
SIKHAPALLI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MALKANGIRI,10
SIKHAPALLI,M,"SKILLED 
LABOUR",COBBLER,350.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,395.83,ODISHA,MALKANGIRI,10
SIKHAPALLI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MALKANGIRI,10
INDUKHOLI,M,FIELD LABOUR,PLOUGHMAN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,280.00,280.00,280.00,280.00,270.00,261.67,ODISHA,MAYURBHANJ,9
INDUKHOLI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,9
INDUKHOLI,M,FIELD LABOUR,"REAPER & 
HARVESTER",320.00,320.00,320.00,320.00,310.00,310.00,310.00,310.00,320.00,320.00,320.00,320.00,316.67,ODISHA,MAYURBHANJ,9
INDUKHOLI,W,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,270.00,270.00,270.00,270.00,280.00,280.00,280.00,280.00,266.67,ODISHA,MAYURBHANJ,9
INDUKHOLI,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MAYURBHANJ,9
INDUKHOLI,W,FIELD LABOUR,SOWER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,ODISHA,MAYURBHANJ,9
INDUKHOLI,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MAYURBHANJ,9
INDUKHOLI,W,FIELD LABOUR,WEEDER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,ODISHA,MAYURBHANJ,9
INDUKHOLI,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,270.00,280.00,280.00,280.00,280.00,261.67,ODISHA,MAYURBHANJ,9
INDUKHOLI,W,HERDSMEN,HERDSMEN,220.00,220.00,220.00,220.00,220.00,220.00,220.00,230.00,230.00,230.00,230.00,230.00,224.17,ODISHA,MAYURBHANJ,9
INDUKHOLI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",320.00,320.00,320.00,325.00,328.00,328.00,345.00,335.00,347.00,343.00,345.00,347.00,333.58,ODISHA,MAYURBHANJ,9
INDUKHOLI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",248.00,248.00,248.00,257.00,260.00,260.00,270.00,267.00,275.00,273.00,273.00,273.00,262.67,ODISHA,MAYURBHANJ,9
INDUKHOLI,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,ODISHA,MAYURBHANJ,9
INDUKHOLI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,9
INDUKHOLI,M,"SKILLED 
LABOUR",CARPENTER,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,ODISHA,MAYURBHANJ,9
INDUKHOLI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,9
INDUKHOLI,M,"SKILLED 
LABOUR",COBBLER,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,ODISHA,MAYURBHANJ,9
INDUKHOLI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,9
PATHURI,M,FIELD LABOUR,PLOUGHMAN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MAYURBHANJ,7
PATHURI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,7
PATHURI,M,FIELD LABOUR,"REAPER & 
HARVESTER",300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,333.00,302.75,ODISHA,MAYURBHANJ,7
PATHURI,W,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,273.00,251.92,ODISHA,MAYURBHANJ,7
PATHURI,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MAYURBHANJ,7
PATHURI,W,FIELD LABOUR,SOWER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,ODISHA,MAYURBHANJ,7
PATHURI,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,300.00,254.17,ODISHA,MAYURBHANJ,7
PATHURI,W,FIELD LABOUR,WEEDER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,250.00,222.50,ODISHA,MAYURBHANJ,7
PATHURI,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MAYURBHANJ,7
PATHURI,W,HERDSMEN,HERDSMEN,220.00,220.00,220.00,220.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,226.67,ODISHA,MAYURBHANJ,7
PATHURI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",328.00,337.00,317.00,337.00,333.00,333.00,333.00,333.00,333.00,333.00,333.00,333.00,331.92,ODISHA,MAYURBHANJ,7
PATHURI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",260.00,268.00,268.00,268.00,265.00,265.00,265.00,265.00,265.00,265.00,273.00,273.00,266.67,ODISHA,MAYURBHANJ,7
PATHURI,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,ODISHA,MAYURBHANJ,7
PATHURI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,7
PATHURI,M,"SKILLED 
LABOUR",CARPENTER,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,405.00,450.00,450.00,450.00,446.25,ODISHA,MAYURBHANJ,7
PATHURI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,7
PATHURI,M,"SKILLED 
LABOUR",COBBLER,330.00,330.00,330.00,350.00,350.00,300.00,350.00,350.00,350.00,350.00,350.00,350.00,340.83,ODISHA,MAYURBHANJ,7
PATHURI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,7
PINGU,M,FIELD LABOUR,PLOUGHMAN,250.00,260.00,260.00,260.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,285.83,ODISHA,MAYURBHANJ,5
PINGU,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,5
PINGU,M,FIELD LABOUR,"REAPER & 
HARVESTER",300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ODISHA,MAYURBHANJ,5
PINGU,W,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MAYURBHANJ,5
PINGU,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,283.33,ODISHA,MAYURBHANJ,5
PINGU,W,FIELD LABOUR,SOWER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,250.00,220.00,220.00,220.00,222.50,ODISHA,MAYURBHANJ,5
PINGU,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,300.00,250.00,250.00,250.00,254.17,ODISHA,MAYURBHANJ,5
PINGU,W,FIELD LABOUR,WEEDER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,250.00,220.00,220.00,220.00,222.50,ODISHA,MAYURBHANJ,5
PINGU,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,240.00,249.17,ODISHA,MAYURBHANJ,5
PINGU,W,HERDSMEN,HERDSMEN,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,ODISHA,MAYURBHANJ,5
PINGU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",325.00,333.00,333.00,333.00,333.00,333.00,333.00,333.00,338.00,333.00,338.00,335.00,333.33,ODISHA,MAYURBHANJ,5
PINGU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",203.00,262.00,262.00,262.00,253.00,253.00,253.00,253.00,263.00,262.00,272.00,263.00,255.08,ODISHA,MAYURBHANJ,5
PINGU,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,ODISHA,MAYURBHANJ,5
PINGU,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,5
PINGU,M,"SKILLED 
LABOUR",CARPENTER,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,ODISHA,MAYURBHANJ,5
PINGU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,5
PINGU,M,"SKILLED 
LABOUR",COBBLER,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,350.00,ODISHA,MAYURBHANJ,5
PINGU,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,5
PRATAPPUR,M,FIELD LABOUR,PLOUGHMAN,250.00,260.00,260.00,260.00,250.00,250.00,300.00,300.00,300.00,300.00,300.00,300.00,277.50,ODISHA,MAYURBHANJ,9
PRATAPPUR,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,9
PRATAPPUR,M,FIELD LABOUR,"REAPER & 
HARVESTER",300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ODISHA,MAYURBHANJ,9
PRATAPPUR,W,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MAYURBHANJ,9
PRATAPPUR,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,279.17,ODISHA,MAYURBHANJ,9
PRATAPPUR,W,FIELD LABOUR,SOWER,220.00,220.00,220.00,220.00,220.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,237.50,ODISHA,MAYURBHANJ,9
PRATAPPUR,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,ODISHA,MAYURBHANJ,9
PRATAPPUR,W,FIELD LABOUR,WEEDER,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,220.00,250.00,222.50,ODISHA,MAYURBHANJ,9
PRATAPPUR,M,HERDSMEN,HERDSMEN,250.00,250.00,250.00,250.00,250.00,260.00,260.00,260.00,260.00,260.00,260.00,260.00,255.83,ODISHA,MAYURBHANJ,9
PRATAPPUR,W,HERDSMEN,HERDSMEN,220.00,220.00,220.00,220.00,220.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,225.83,ODISHA,MAYURBHANJ,9
PRATAPPUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",317.00,317.00,317.00,317.00,317.00,330.00,330.00,330.00,330.00,330.00,330.00,330.00,324.58,ODISHA,MAYURBHANJ,9
PRATAPPUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",248.00,248.00,248.00,248.00,248.00,255.00,255.00,255.00,255.00,255.00,255.00,255.00,252.08,ODISHA,MAYURBHANJ,9
PRATAPPUR,M,"SKILLED 
LABOUR",BLACKSMITH,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,ODISHA,MAYURBHANJ,9
PRATAPPUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,9
PRATAPPUR,M,"SKILLED 
LABOUR",CARPENTER,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,ODISHA,MAYURBHANJ,9
PRATAPPUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,9
PRATAPPUR,M,"SKILLED 
LABOUR",COBBLER,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ODISHA,MAYURBHANJ,9
PRATAPPUR,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,9
RANGAMATIA,M,FIELD LABOUR,PLOUGHMAN,250.00,250.00,250.00,250.00,280.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,281.67,ODISHA,MAYURBHANJ,10
RANGAMATIA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ODISHA,MAYURBHANJ,10
RANGAMATIA,M,FIELD LABOUR,"REAPER & 
HARVESTER",300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,ODISHA,MAYURBHANJ,10
RANGAMATIA,W,FIELD LABOUR,"REAPER & 
HARVESTER",250.00,250.00,250.00,250.00,260.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.83,ODISHA,MAYURBHANJ,10
RANGAMATIA,M,FIELD LABOUR,SOWER,250.00,250.00,250.00,250.00,250.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,279.17,ODISHA,MAYURBHANJ,10
RANGAMATIA,W,FIELD LABOUR,SOWER,220.00,220.00,220.00,220.00,220.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,237.50,ODISHA,MAYURBHANJ,10
RANGAMATIA,M,FIELD LABOUR,WEEDER,250.00,250.00,250.00,250.00,250.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,279.17,ODISHA,MAYURBHANJ,10
RANGAMATIA,W,FIELD LABOUR,WEEDER,220.00,220.00,220.00,220.00,220.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,237.50,ODISHA,MAYURBHANJ,10
RANGAMATIA,M,HERDSMEN,HERDSMEN,240.00,240.00,250.00,250.00,250.00,250.00,250.00,250.00,300.00,300.00,300.00,300.00,265.00,ODISHA,MAYURBHANJ,10
RANGAMATIA,W,HERDSMEN,HERDSMEN,220.00,220.00,220.00,220.00,230.00,230.00,230.00,230.00,260.00,260.00,260.00,260.00,236.67,ODISHA,MAYURBHANJ,10
RANGAMATIA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",325.00,325.00,325.00,325.00,327.00,335.00,335.00,335.00,342.00,342.00,342.00,342.00,333.33,ODISHA,MAYURBHANJ,10
